token_id,tribe,age_group,scale_type,eyes,tail_type,body_markings,aura_effect,background,rarity_tier,lineage_hybridization
180,Obsidian Claw (Crystal Hybrid),Hatchling,Coral Gloss,Pearlescent,Crystal Hook,Lava Cracks,Neon Surge,Neon Abyss,Rare,Crystal
181,Obsidian Claw (Cyber Hybrid),Hatchling,Titan Alloy,Solar Amber,Solar Plume,Runic Lines,Mist Cloak,Neon Abyss,Rare,Cyber
182,Obsidian Claw (Cyber Hybrid),Hatchling,Magma Veined,Nocturne Blue,Coral Fan,Lava Cracks,Heatwave,Neon Abyss,Rare,Cyber
183,Obsidian Claw,Hatchling,Volcanic Black,Nocturne Blue,Forest Wrap,Circuit Map,Heatwave,Shadow Swamp,Common,Pure
184,Obsidian Claw (Azure Hybrid),Hatchling,Titan Alloy,Pearlescent,Forest Wrap,Solar Engraving,Mist Cloak,Titan Ruins,Rare,Azure
185,Obsidian Claw (Crystal Hybrid),Hatchling,Neon Circuit,Pearlescent,Standard Coil,Coral Pattern,Solar Flare,Ancient Jungle,Rare,Crystal
186,Obsidian Claw,Hatchling,Magma Veined,Bioluminescent,Neon Stream,Vine Spread,Tidal Reflection,Titan Ruins,Common,Pure
187,Obsidian Claw,Hatchling,Magma Veined,Data Circuit,Standard Coil,Vine Spread,Solar Flare,Titan Ruins,Common,Pure
188,Obsidian Claw (Crystal Hybrid),Hatchling,Neon Circuit,Ember,Titan Crest,Lava Cracks,Crystal Bloom,Shadow Swamp,Uncommon,Crystal
189,Obsidian Claw (Sunscale Hybrid),Hatchling,Magma Veined,Pearlescent,Coral Fan,Solar Engraving,Neon Surge,Ancient Jungle,Uncommon,Sunscale
190,Obsidian Claw,Hatchling,Volcanic Black,Bioluminescent,Neon Stream,Solar Engraving,Solar Flare,Neon Abyss,Common,Pure
191,Obsidian Claw,Hatchling,Golden Ember,Ember,Crystal Hook,Coral Pattern,Neon Surge,Volcanic Plains,Common,Pure
192,Obsidian Claw,Hatchling,Coral Gloss,Nocturne Blue,Neon Stream,Lava Cracks,Neon Surge,Shadow Swamp,Common,Pure
193,Obsidian Claw (Titan Hybrid),Hatchling,Volcanic Black,Data Circuit,Crystal Hook,Circuit Map,Tidal Reflection,Titan Ruins,Rare,Titan
194,Obsidian Claw (Azure Hybrid),Hatchling,Titan Alloy,Pearlescent,Titan Crest,Circuit Map,Tidal Reflection,Shadow Swamp,Rare,Azure
195,Obsidian Claw (Crystal Hybrid),Hatchling,Golden Ember,Runic Red,Neon Stream,Shadow Veins,Heatwave,Titan Ruins,Rare,Crystal
196,Obsidian Claw,Hatchling,Golden Ember,Runic Red,Neon Stream,Solar Engraving,Heatwave,Ancient Jungle,Common,Pure
197,Obsidian Claw,Hatchling,Titan Alloy,Solar Amber,Titan Crest,Circuit Map,Crystal Bloom,Volcanic Plains,Common,Pure
198,Obsidian Claw (Crystal Hybrid),Hatchling,Coral Gloss,Pearlescent,Forest Wrap,Runic Lines,Tidal Reflection,Neon Abyss,Rare,Crystal
199,Obsidian Claw (Crystal Hybrid),Hatchling,Magma Veined,Pearlescent,Solar Plume,Solar Engraving,Mist Cloak,Sun Dunes,Uncommon,Crystal
200,Obsidian Claw,Hatchling,Volcanic Black,Runic Red,Forest Wrap,Runic Lines,Solar Flare,Shadow Swamp,Common,Pure
201,Obsidian Claw (Azure Hybrid),Hatchling,Crystal Embedded,Ember,Coral Fan,Shadow Veins,Crystal Bloom,Shadow Swamp,Uncommon,Azure
202,Obsidian Claw (Verdant Hybrid),Hatchling,Volcanic Black,Solar Amber,Forest Wrap,Solar Engraving,Crystal Bloom,Ancient Jungle,Uncommon,Verdant
203,Obsidian Claw,Hatchling,Golden Ember,Runic Red,Forest Wrap,Circuit Map,Shadow Drift,Volcanic Plains,Common,Pure
204,Obsidian Claw,Hatchling,Coral Gloss,Runic Red,Solar Plume,Coral Pattern,Solar Flare,Sun Dunes,Common,Pure
205,Obsidian Claw (Sunscale Hybrid),Hatchling,Crystal Embedded,Bioluminescent,Forest Wrap,Runic Lines,Crystal Bloom,Shadow Swamp,Rare,Sunscale
206,Obsidian Claw (Shadow Hybrid),Hatchling,Magma Veined,Pearlescent,Crystal Hook,Runic Lines,Tidal Reflection,Ancient Jungle,Rare,Shadow
207,Obsidian Claw (Azure Hybrid),Hatchling,Golden Ember,Nocturne Blue,Solar Plume,Runic Lines,Heatwave,Volcanic Plains,Uncommon,Azure
208,Obsidian Claw (Azure Hybrid),Hatchling,Coral Gloss,Solar Amber,Titan Crest,Lava Cracks,Mist Cloak,Coral Reef,Uncommon,Azure
209,Obsidian Claw,Hatchling,Coral Gloss,Solar Amber,Forest Wrap,Circuit Map,Neon Surge,Sun Dunes,Common,Pure
210,Obsidian Claw (Sunscale Hybrid),Hatchling,Titan Alloy,Solar Amber,Crystal Hook,Lava Cracks,Solar Flare,Shadow Swamp,Uncommon,Sunscale
211,Obsidian Claw,Hatchling,Neon Circuit,Nocturne Blue,Coral Fan,Lava Cracks,Heatwave,Ancient Jungle,Common,Pure
212,Obsidian Claw (Sunscale Hybrid),Hatchling,Titan Alloy,Runic Red,Coral Fan,Coral Pattern,Mist Cloak,Ancient Jungle,Uncommon,Sunscale
213,Obsidian Claw,Hatchling,Golden Ember,Ember,Crystal Hook,Circuit Map,Tidal Reflection,Ancient Jungle,Common,Pure
214,Obsidian Claw (Cyber Hybrid),Hatchling,Magma Veined,Nocturne Blue,Titan Crest,Coral Pattern,Tidal Reflection,Coral Reef,Uncommon,Cyber
215,Obsidian Claw (Titan Hybrid),Hatchling,Volcanic Black,Data Circuit,Standard Coil,Runic Lines,Heatwave,Coral Reef,Rare,Titan
216,Obsidian Claw (Verdant Hybrid),Hatchling,Coral Gloss,Bioluminescent,Solar Plume,Coral Pattern,Shadow Drift,Neon Abyss,Rare,Verdant
217,Obsidian Claw,Hatchling,Neon Circuit,Solar Amber,Forest Wrap,Lava Cracks,Neon Surge,Neon Abyss,Common,Pure
218,Obsidian Claw,Hatchling,Neon Circuit,Runic Red,Standard Coil,Lava Cracks,Tidal Reflection,Neon Abyss,Common,Pure
219,Obsidian Claw (Crystal Hybrid),Hatchling,Neon Circuit,Solar Amber,Crystal Hook,Solar Engraving,Mist Cloak,Shadow Swamp,Rare,Crystal
220,Obsidian Claw,Hatchling,Golden Ember,Solar Amber,Standard Coil,Shadow Veins,Tidal Reflection,Titan Ruins,Common,Pure
221,Obsidian Claw (Verdant Hybrid),Hatchling,Magma Veined,Runic Red,Crystal Hook,Circuit Map,Shadow Drift,Shadow Swamp,Uncommon,Verdant
222,Obsidian Claw (Azure Hybrid),Hatchling,Titan Alloy,Solar Amber,Neon Stream,Solar Engraving,Solar Flare,Coral Reef,Legendary,Azure
223,Obsidian Claw (Titan Hybrid),Hatchling,Coral Gloss,Nocturne Blue,Solar Plume,Coral Pattern,Crystal Bloom,Sun Dunes,Uncommon,Titan
224,Obsidian Claw,Hatchling,Magma Veined,Solar Amber,Solar Plume,Vine Spread,Heatwave,Ancient Jungle,Common,Pure
225,Obsidian Claw (Verdant Hybrid),Hatchling,Titan Alloy,Ember,Solar Plume,Coral Pattern,Crystal Bloom,Shadow Swamp,Uncommon,Verdant
226,Obsidian Claw (Verdant Hybrid),Hatchling,Magma Veined,Nocturne Blue,Coral Fan,Solar Engraving,Heatwave,Ancient Jungle,Uncommon,Verdant
227,Obsidian Claw (Shadow Hybrid),Hatchling,Magma Veined,Solar Amber,Forest Wrap,Vine Spread,Mist Cloak,Shadow Swamp,Rare,Shadow
228,Obsidian Claw (Sunscale Hybrid),Hatchling,Golden Ember,Ember,Forest Wrap,Shadow Veins,Solar Flare,Volcanic Plains,Uncommon,Sunscale
229,Obsidian Claw (Titan Hybrid),Hatchling,Magma Veined,Bioluminescent,Coral Fan,Solar Engraving,Crystal Bloom,Coral Reef,Uncommon,Titan
230,Obsidian Claw (Titan Hybrid),Hatchling,Crystal Embedded,Nocturne Blue,Forest Wrap,Shadow Veins,Solar Flare,Titan Ruins,Uncommon,Titan
231,Obsidian Claw (Sunscale Hybrid),Hatchling,Titan Alloy,Ember,Coral Fan,Lava Cracks,Shadow Drift,Ancient Jungle,Rare,Sunscale
232,Obsidian Claw,Hatchling,Magma Veined,Ember,Titan Crest,Lava Cracks,Heatwave,Sun Dunes,Common,Pure
233,Obsidian Claw (Cyber Hybrid),Hatchling,Golden Ember,Solar Amber,Neon Stream,Shadow Veins,Tidal Reflection,Neon Abyss,Uncommon,Cyber
234,Obsidian Claw (Sunscale Hybrid),Hatchling,Magma Veined,Data Circuit,Solar Plume,Circuit Map,Heatwave,Shadow Swamp,Uncommon,Sunscale
235,Obsidian Claw (Crystal Hybrid),Hatchling,Magma Veined,Nocturne Blue,Standard Coil,Circuit Map,Neon Surge,Sun Dunes,Rare,Crystal
236,Obsidian Claw,Hatchling,Golden Ember,Runic Red,Titan Crest,Vine Spread,Solar Flare,Shadow Swamp,Common,Pure
237,Obsidian Claw (Shadow Hybrid),Hatchling,Crystal Embedded,Ember,Forest Wrap,Coral Pattern,Crystal Bloom,Volcanic Plains,Uncommon,Shadow
238,Obsidian Claw (Azure Hybrid),Hatchling,Coral Gloss,Data Circuit,Forest Wrap,Vine Spread,Heatwave,Neon Abyss,Uncommon,Azure
239,Obsidian Claw (Shadow Hybrid),Hatchling,Golden Ember,Solar Amber,Coral Fan,Coral Pattern,Shadow Drift,Sun Dunes,Rare,Shadow
240,Obsidian Claw (Azure Hybrid),Hatchling,Neon Circuit,Pearlescent,Coral Fan,Shadow Veins,Mist Cloak,Shadow Swamp,Uncommon,Azure
241,Obsidian Claw (Titan Hybrid),Hatchling,Crystal Embedded,Bioluminescent,Titan Crest,Runic Lines,Neon Surge,Titan Ruins,Uncommon,Titan
242,Obsidian Claw (Azure Hybrid),Hatchling,Coral Gloss,Runic Red,Standard Coil,Solar Engraving,Tidal Reflection,Neon Abyss,Uncommon,Azure
243,Obsidian Claw,Hatchling,Crystal Embedded,Solar Amber,Standard Coil,Lava Cracks,Solar Flare,Shadow Swamp,Common,Pure
244,Obsidian Claw,Hatchling,Crystal Embedded,Data Circuit,Coral Fan,Circuit Map,Neon Surge,Shadow Swamp,Common,Pure
245,Obsidian Claw (Azure Hybrid),Hatchling,Neon Circuit,Nocturne Blue,Forest Wrap,Solar Engraving,Heatwave,Titan Ruins,Rare,Azure
246,Obsidian Claw (Sunscale Hybrid),Hatchling,Neon Circuit,Runic Red,Coral Fan,Solar Engraving,Tidal Reflection,Titan Ruins,Uncommon,Sunscale
247,Obsidian Claw,Hatchling,Magma Veined,Bioluminescent,Solar Plume,Shadow Veins,Shadow Drift,Ancient Jungle,Common,Pure
248,Obsidian Claw (Sunscale Hybrid),Hatchling,Titan Alloy,Runic Red,Neon Stream,Shadow Veins,Shadow Drift,Ancient Jungle,Legendary,Sunscale
249,Obsidian Claw,Hatchling,Volcanic Black,Pearlescent,Standard Coil,Circuit Map,Solar Flare,Sun Dunes,Common,Pure
250,Obsidian Claw,Hatchling,Golden Ember,Pearlescent,Crystal Hook,Vine Spread,Tidal Reflection,Sun Dunes,Common,Pure
251,Obsidian Claw (Verdant Hybrid),Hatchling,Golden Ember,Data Circuit,Neon Stream,Coral Pattern,Solar Flare,Coral Reef,Uncommon,Verdant
252,Obsidian Claw (Azure Hybrid),Hatchling,Golden Ember,Bioluminescent,Neon Stream,Circuit Map,Tidal Reflection,Titan Ruins,Rare,Azure
253,Obsidian Claw (Azure Hybrid),Hatchling,Volcanic Black,Ember,Forest Wrap,Coral Pattern,Tidal Reflection,Titan Ruins,Uncommon,Azure
254,Obsidian Claw (Verdant Hybrid),Hatchling,Golden Ember,Ember,Forest Wrap,Circuit Map,Mist Cloak,Neon Abyss,Uncommon,Verdant
255,Obsidian Claw (Azure Hybrid),Hatchling,Coral Gloss,Bioluminescent,Solar Plume,Lava Cracks,Tidal Reflection,Titan Ruins,Rare,Azure
256,Obsidian Claw (Verdant Hybrid),Hatchling,Neon Circuit,Pearlescent,Forest Wrap,Runic Lines,Crystal Bloom,Volcanic Plains,Rare,Verdant
257,Obsidian Claw,Hatchling,Crystal Embedded,Ember,Neon Stream,Shadow Veins,Tidal Reflection,Ancient Jungle,Common,Pure
258,Obsidian Claw,Hatchling,Titan Alloy,Pearlescent,Crystal Hook,Coral Pattern,Solar Flare,Titan Ruins,Common,Pure
259,Obsidian Claw,Hatchling,Coral Gloss,Solar Amber,Standard Coil,Coral Pattern,Shadow Drift,Coral Reef,Common,Pure
260,Obsidian Claw (Crystal Hybrid),Hatchling,Crystal Embedded,Runic Red,Crystal Hook,Coral Pattern,Neon Surge,Shadow Swamp,Rare,Crystal
261,Obsidian Claw (Cyber Hybrid),Hatchling,Titan Alloy,Ember,Titan Crest,Circuit Map,Shadow Drift,Coral Reef,Uncommon,Cyber
262,Obsidian Claw (Azure Hybrid),Hatchling,Golden Ember,Data Circuit,Solar Plume,Shadow Veins,Solar Flare,Titan Ruins,Uncommon,Azure
263,Obsidian Claw (Azure Hybrid),Hatchling,Neon Circuit,Nocturne Blue,Forest Wrap,Vine Spread,Solar Flare,Volcanic Plains,Uncommon,Azure
264,Obsidian Claw (Titan Hybrid),Hatchling,Golden Ember,Ember,Forest Wrap,Circuit Map,Crystal Bloom,Coral Reef,Uncommon,Titan
265,Obsidian Claw (Azure Hybrid),Hatchling,Neon Circuit,Bioluminescent,Forest Wrap,Lava Cracks,Mist Cloak,Neon Abyss,Rare,Azure
266,Obsidian Claw (Verdant Hybrid),Hatchling,Magma Veined,Nocturne Blue,Forest Wrap,Runic Lines,Heatwave,Volcanic Plains,Rare,Verdant
267,Obsidian Claw (Shadow Hybrid),Hatchling,Neon Circuit,Pearlescent,Standard Coil,Vine Spread,Shadow Drift,Shadow Swamp,Uncommon,Shadow
268,Obsidian Claw (Shadow Hybrid),Hatchling,Titan Alloy,Data Circuit,Standard Coil,Lava Cracks,Heatwave,Ancient Jungle,Uncommon,Shadow
269,Obsidian Claw (Azure Hybrid),Hatchling,Neon Circuit,Solar Amber,Forest Wrap,Coral Pattern,Shadow Drift,Shadow Swamp,Rare,Azure
270,Obsidian Claw (Verdant Hybrid),Hatchling,Titan Alloy,Bioluminescent,Solar Plume,Circuit Map,Shadow Drift,Coral Reef,Rare,Verdant
271,Obsidian Claw (Sunscale Hybrid),Hatchling,Volcanic Black,Pearlescent,Coral Fan,Shadow Veins,Shadow Drift,Ancient Jungle,Uncommon,Sunscale
272,Obsidian Claw (Verdant Hybrid),Hatchling,Crystal Embedded,Nocturne Blue,Neon Stream,Lava Cracks,Solar Flare,Shadow Swamp,Uncommon,Verdant
273,Obsidian Claw (Azure Hybrid),Hatchling,Neon Circuit,Runic Red,Titan Crest,Shadow Veins,Heatwave,Coral Reef,Uncommon,Azure
274,Obsidian Claw (Azure Hybrid),Hatchling,Magma Veined,Nocturne Blue,Coral Fan,Lava Cracks,Shadow Drift,Neon Abyss,Uncommon,Azure
275,Obsidian Claw (Titan Hybrid),Hatchling,Magma Veined,Bioluminescent,Standard Coil,Shadow Veins,Crystal Bloom,Sun Dunes,Rare,Titan
276,Obsidian Claw (Crystal Hybrid),Hatchling,Volcanic Black,Nocturne Blue,Standard Coil,Vine Spread,Mist Cloak,Volcanic Plains,Rare,Crystal
277,Obsidian Claw (Azure Hybrid),Hatchling,Volcanic Black,Runic Red,Coral Fan,Circuit Map,Mist Cloak,Sun Dunes,Uncommon,Azure
278,Obsidian Claw (Shadow Hybrid),Hatchling,Golden Ember,Data Circuit,Forest Wrap,Vine Spread,Solar Flare,Shadow Swamp,Uncommon,Shadow
279,Obsidian Claw (Crystal Hybrid),Hatchling,Magma Veined,Nocturne Blue,Standard Coil,Shadow Veins,Crystal Bloom,Volcanic Plains,Rare,Crystal
280,Obsidian Claw,Hatchling,Crystal Embedded,Pearlescent,Standard Coil,Vine Spread,Crystal Bloom,Neon Abyss,Common,Pure
281,Obsidian Claw (Crystal Hybrid),Hatchling,Titan Alloy,Runic Red,Forest Wrap,Solar Engraving,Crystal Bloom,Titan Ruins,Rare,Crystal
282,Obsidian Claw,Hatchling,Coral Gloss,Pearlescent,Titan Crest,Coral Pattern,Shadow Drift,Coral Reef,Common,Pure
283,Obsidian Claw (Crystal Hybrid),Hatchling,Volcanic Black,Bioluminescent,Crystal Hook,Lava Cracks,Solar Flare,Titan Ruins,Uncommon,Crystal
284,Obsidian Claw (Titan Hybrid),Hatchling,Titan Alloy,Solar Amber,Solar Plume,Shadow Veins,Neon Surge,Ancient Jungle,Uncommon,Titan
285,Obsidian Claw,Hatchling,Titan Alloy,Solar Amber,Forest Wrap,Runic Lines,Mist Cloak,Sun Dunes,Common,Pure
286,Obsidian Claw (Azure Hybrid),Hatchling,Volcanic Black,Runic Red,Coral Fan,Shadow Veins,Tidal Reflection,Titan Ruins,Uncommon,Azure
287,Obsidian Claw (Cyber Hybrid),Hatchling,Volcanic Black,Data Circuit,Coral Fan,Circuit Map,Shadow Drift,Coral Reef,Uncommon,Cyber
288,Obsidian Claw (Cyber Hybrid),Hatchling,Titan Alloy,Pearlescent,Coral Fan,Solar Engraving,Crystal Bloom,Sun Dunes,Rare,Cyber
289,Obsidian Claw (Titan Hybrid),Hatchling,Crystal Embedded,Bioluminescent,Titan Crest,Coral Pattern,Heatwave,Titan Ruins,Uncommon,Titan
290,Obsidian Claw,Hatchling,Neon Circuit,Runic Red,Standard Coil,Circuit Map,Shadow Drift,Ancient Jungle,Common,Pure
291,Obsidian Claw (Titan Hybrid),Hatchling,Titan Alloy,Runic Red,Solar Plume,Solar Engraving,Neon Surge,Shadow Swamp,Uncommon,Titan
292,Obsidian Claw (Azure Hybrid),Hatchling,Crystal Embedded,Data Circuit,Standard Coil,Circuit Map,Tidal Reflection,Titan Ruins,Uncommon,Azure
293,Obsidian Claw (Titan Hybrid),Hatchling,Coral Gloss,Pearlescent,Forest Wrap,Shadow Veins,Tidal Reflection,Volcanic Plains,Uncommon,Titan
294,Obsidian Claw (Cyber Hybrid),Hatchling,Volcanic Black,Runic Red,Titan Crest,Lava Cracks,Heatwave,Neon Abyss,Uncommon,Cyber
295,Obsidian Claw,Hatchling,Crystal Embedded,Bioluminescent,Standard Coil,Vine Spread,Neon Surge,Shadow Swamp,Common,Pure
296,Obsidian Claw,Hatchling,Crystal Embedded,Bioluminescent,Forest Wrap,Lava Cracks,Mist Cloak,Coral Reef,Common,Pure
297,Obsidian Claw (Verdant Hybrid),Hatchling,Volcanic Black,Nocturne Blue,Titan Crest,Vine Spread,Shadow Drift,Ancient Jungle,Uncommon,Verdant
298,Obsidian Claw (Shadow Hybrid),Hatchling,Crystal Embedded,Runic Red,Titan Crest,Vine Spread,Neon Surge,Ancient Jungle,Rare,Shadow
299,Obsidian Claw,Hatchling,Crystal Embedded,Bioluminescent,Titan Crest,Lava Cracks,Mist Cloak,Ancient Jungle,Common,Pure
300,Obsidian Claw (Crystal Hybrid),Hatchling,Crystal Embedded,Runic Red,Forest Wrap,Vine Spread,Solar Flare,Ancient Jungle,Uncommon,Crystal
301,Obsidian Claw (Sunscale Hybrid),Hatchling,Coral Gloss,Pearlescent,Titan Crest,Solar Engraving,Neon Surge,Ancient Jungle,Uncommon,Sunscale
302,Obsidian Claw,Hatchling,Volcanic Black,Runic Red,Titan Crest,Coral Pattern,Crystal Bloom,Neon Abyss,Common,Pure
303,Obsidian Claw (Titan Hybrid),Hatchling,Magma Veined,Nocturne Blue,Coral Fan,Lava Cracks,Solar Flare,Shadow Swamp,Uncommon,Titan
304,Obsidian Claw (Titan Hybrid),Hatchling,Golden Ember,Nocturne Blue,Neon Stream,Lava Cracks,Tidal Reflection,Shadow Swamp,Uncommon,Titan
305,Obsidian Claw (Shadow Hybrid),Hatchling,Coral Gloss,Bioluminescent,Crystal Hook,Circuit Map,Solar Flare,Sun Dunes,Uncommon,Shadow
306,Obsidian Claw,Hatchling,Crystal Embedded,Ember,Neon Stream,Runic Lines,Crystal Bloom,Volcanic Plains,Common,Pure
307,Obsidian Claw,Hatchling,Coral Gloss,Runic Red,Crystal Hook,Runic Lines,Heatwave,Sun Dunes,Common,Pure
308,Obsidian Claw (Shadow Hybrid),Hatchling,Coral Gloss,Nocturne Blue,Crystal Hook,Vine Spread,Tidal Reflection,Volcanic Plains,Uncommon,Shadow
309,Obsidian Claw,Hatchling,Neon Circuit,Ember,Forest Wrap,Vine Spread,Heatwave,Coral Reef,Common,Pure
310,Obsidian Claw (Shadow Hybrid),Hatchling,Crystal Embedded,Ember,Neon Stream,Coral Pattern,Heatwave,Ancient Jungle,Rare,Shadow
311,Obsidian Claw,Hatchling,Coral Gloss,Runic Red,Neon Stream,Circuit Map,Shadow Drift,Sun Dunes,Common,Pure
312,Obsidian Claw,Hatchling,Crystal Embedded,Data Circuit,Forest Wrap,Shadow Veins,Mist Cloak,Volcanic Plains,Common,Pure
313,Obsidian Claw (Sunscale Hybrid),Hatchling,Volcanic Black,Pearlescent,Standard Coil,Vine Spread,Tidal Reflection,Sun Dunes,Uncommon,Sunscale
314,Obsidian Claw (Verdant Hybrid),Hatchling,Titan Alloy,Data Circuit,Crystal Hook,Runic Lines,Heatwave,Sun Dunes,Uncommon,Verdant
315,Obsidian Claw,Hatchling,Volcanic Black,Pearlescent,Neon Stream,Shadow Veins,Heatwave,Neon Abyss,Common,Pure
316,Obsidian Claw (Sunscale Hybrid),Hatchling,Volcanic Black,Ember,Forest Wrap,Vine Spread,Crystal Bloom,Neon Abyss,Uncommon,Sunscale
317,Obsidian Claw (Shadow Hybrid),Hatchling,Titan Alloy,Nocturne Blue,Standard Coil,Solar Engraving,Mist Cloak,Coral Reef,Uncommon,Shadow
318,Obsidian Claw,Hatchling,Crystal Embedded,Nocturne Blue,Neon Stream,Circuit Map,Mist Cloak,Neon Abyss,Common,Pure
319,Obsidian Claw (Titan Hybrid),Hatchling,Titan Alloy,Bioluminescent,Standard Coil,Vine Spread,Neon Surge,Ancient Jungle,Rare,Titan
320,Obsidian Claw (Azure Hybrid),Hatchling,Coral Gloss,Data Circuit,Solar Plume,Lava Cracks,Tidal Reflection,Ancient Jungle,Uncommon,Azure
321,Obsidian Claw (Crystal Hybrid),Hatchling,Crystal Embedded,Runic Red,Standard Coil,Vine Spread,Tidal Reflection,Sun Dunes,Uncommon,Crystal
322,Obsidian Claw (Titan Hybrid),Hatchling,Titan Alloy,Data Circuit,Standard Coil,Lava Cracks,Neon Surge,Volcanic Plains,Uncommon,Titan
323,Obsidian Claw (Cyber Hybrid),Hatchling,Coral Gloss,Data Circuit,Standard Coil,Vine Spread,Tidal Reflection,Coral Reef,Rare,Cyber
324,Obsidian Claw (Shadow Hybrid),Hatchling,Volcanic Black,Nocturne Blue,Crystal Hook,Shadow Veins,Solar Flare,Titan Ruins,Rare,Shadow
325,Obsidian Claw (Azure Hybrid),Hatchling,Magma Veined,Data Circuit,Crystal Hook,Coral Pattern,Crystal Bloom,Neon Abyss,Rare,Azure
326,Obsidian Claw,Hatchling,Golden Ember,Data Circuit,Neon Stream,Vine Spread,Tidal Reflection,Titan Ruins,Common,Pure
327,Obsidian Claw (Shadow Hybrid),Hatchling,Crystal Embedded,Ember,Crystal Hook,Vine Spread,Shadow Drift,Sun Dunes,Uncommon,Shadow
328,Obsidian Claw,Hatchling,Crystal Embedded,Pearlescent,Standard Coil,Coral Pattern,Solar Flare,Coral Reef,Common,Pure
329,Obsidian Claw (Cyber Hybrid),Hatchling,Titan Alloy,Solar Amber,Standard Coil,Circuit Map,Crystal Bloom,Volcanic Plains,Rare,Cyber
330,Obsidian Claw,Hatchling,Volcanic Black,Pearlescent,Neon Stream,Vine Spread,Tidal Reflection,Ancient Jungle,Common,Pure
331,Obsidian Claw (Azure Hybrid),Hatchling,Titan Alloy,Nocturne Blue,Crystal Hook,Solar Engraving,Solar Flare,Coral Reef,Rare,Azure
332,Obsidian Claw (Azure Hybrid),Hatchling,Crystal Embedded,Data Circuit,Coral Fan,Shadow Veins,Mist Cloak,Neon Abyss,Uncommon,Azure
333,Obsidian Claw (Shadow Hybrid),Hatchling,Titan Alloy,Pearlescent,Neon Stream,Circuit Map,Shadow Drift,Volcanic Plains,Uncommon,Shadow
334,Obsidian Claw,Hatchling,Magma Veined,Ember,Forest Wrap,Runic Lines,Solar Flare,Neon Abyss,Common,Pure
335,Obsidian Claw (Crystal Hybrid),Hatchling,Neon Circuit,Ember,Coral Fan,Coral Pattern,Solar Flare,Shadow Swamp,Uncommon,Crystal
336,Obsidian Claw (Azure Hybrid),Hatchling,Titan Alloy,Runic Red,Forest Wrap,Circuit Map,Heatwave,Ancient Jungle,Uncommon,Azure
337,Obsidian Claw (Verdant Hybrid),Hatchling,Neon Circuit,Ember,Neon Stream,Vine Spread,Heatwave,Volcanic Plains,Rare,Verdant
338,Obsidian Claw (Verdant Hybrid),Hatchling,Titan Alloy,Nocturne Blue,Coral Fan,Shadow Veins,Crystal Bloom,Sun Dunes,Uncommon,Verdant
339,Obsidian Claw (Cyber Hybrid),Hatchling,Neon Circuit,Data Circuit,Solar Plume,Circuit Map,Tidal Reflection,Coral Reef,Rare,Cyber
340,Obsidian Claw (Titan Hybrid),Hatchling,Golden Ember,Solar Amber,Titan Crest,Vine Spread,Crystal Bloom,Titan Ruins,Uncommon,Titan
341,Obsidian Claw (Verdant Hybrid),Hatchling,Neon Circuit,Ember,Titan Crest,Runic Lines,Mist Cloak,Shadow Swamp,Uncommon,Verdant
342,Obsidian Claw (Crystal Hybrid),Hatchling,Neon Circuit,Pearlescent,Forest Wrap,Solar Engraving,Shadow Drift,Titan Ruins,Uncommon,Crystal
343,Obsidian Claw,Hatchling,Neon Circuit,Data Circuit,Crystal Hook,Solar Engraving,Neon Surge,Shadow Swamp,Common,Pure
344,Obsidian Claw,Hatchling,Titan Alloy,Ember,Solar Plume,Circuit Map,Solar Flare,Neon Abyss,Common,Pure
345,Obsidian Claw,Hatchling,Magma Veined,Solar Amber,Standard Coil,Coral Pattern,Heatwave,Sun Dunes,Common,Pure
346,Obsidian Claw,Hatchling,Magma Veined,Bioluminescent,Coral Fan,Circuit Map,Neon Surge,Shadow Swamp,Common,Pure
347,Obsidian Claw,Hatchling,Crystal Embedded,Runic Red,Crystal Hook,Solar Engraving,Solar Flare,Coral Reef,Common,Pure
348,Obsidian Claw,Hatchling,Coral Gloss,Runic Red,Neon Stream,Circuit Map,Heatwave,Neon Abyss,Common,Pure
349,Obsidian Claw,Hatchling,Neon Circuit,Nocturne Blue,Standard Coil,Runic Lines,Solar Flare,Ancient Jungle,Common,Pure
350,Obsidian Claw,Hatchling,Magma Veined,Nocturne Blue,Crystal Hook,Coral Pattern,Tidal Reflection,Coral Reef,Common,Pure
351,Obsidian Claw (Shadow Hybrid),Hatchling,Neon Circuit,Solar Amber,Standard Coil,Shadow Veins,Heatwave,Volcanic Plains,Rare,Shadow
352,Obsidian Claw,Hatchling,Crystal Embedded,Nocturne Blue,Solar Plume,Solar Engraving,Crystal Bloom,Neon Abyss,Common,Pure
353,Obsidian Claw (Titan Hybrid),Hatchling,Neon Circuit,Solar Amber,Coral Fan,Runic Lines,Shadow Drift,Titan Ruins,Uncommon,Titan
